spotify_id,artist,track_name,valence,arousal,label_quadrant,instrumentalness
7gH0AalGuL5JdoIv2CrBM4,CoComelon,Polly Put the Kettle On,0.973,0.294,Q4_Relaxed,0.0
3ts4VduOmicSyUudwrhfc6,CoComelon,Going on a Road Trip,0.935,0.391,Q4_Relaxed,1.57e-06
1A5yCYzQoJCnUeHfFpbw5V,CoComelon,Three Little Pigs,0.732,0.319,Q4_Relaxed,0.0
6YQ7aPJhk0MGpwoKfFAEbS,CoComelon,Wheels on the Bus,0.965,0.387,Q4_Relaxed,2.88e-05
2KQM3kDM0zMBC9iynePBbS,Ben E. King,Stand By Me,0.665,0.334,Q4_Relaxed,3.47e-05
5dP3ddhnyTChXznrPEB3Ry,Carlos Gardel,Rubias De New York,0.73,0.271,Q4_Relaxed,0.034
6hmzgYLfxy1S5E24rNuPO1,CoComelon,Please and Thank You Song,0.929,0.366,Q4_Relaxed,0.00011
4dOwGU2xdR8Yh5w4yJJLOU,Cucuza Castiello,Irresponsables,0.616,0.372,Q4_Relaxed,2.36e-06
0dLh6jkNSm0HnmEdjXghIA,Aberola,Si Te Vas,0.641,0.219,Q4_Relaxed,0.0
6R21hvEAiydU4TabeFobTT,my little airport,失落沮喪歌 - Live,0.702,0.284,Q4_Relaxed,0.0
2bzA5Dy1SmMZnhljPOK0rv,Brad stank,Daddy Blue,0.697,0.385,Q4_Relaxed,0.00642
2Igc5kWSzeztCCZInea9Mf,Glee Cast,Teenage Dream - Acoustic,0.65,0.362,Q4_Relaxed,0.0
7kH5ccq52KBe7E5SEYChlT,The Kiboomers,Five Black Shiny Crows - 2015 Version,0.839,0.387,Q4_Relaxed,0.0
1Z8LzODEH4hn1fEMJEIARw,Mano,Aathangarai Maramea Adhil,0.793,0.283,Q4_Relaxed,0.0
4Mi13CyZHas82GRNnOJSlS,Carlos Gardel,Leguisamo Solo,0.845,0.384,Q4_Relaxed,0.000409
4QABEsit5RJYYfTL51ckT9,CoComelon,Looby Loo,0.909,0.383,Q4_Relaxed,0.0
0Ocfpe2DnofuAd0nh80xwj,Maximillian,Beautiful Scars - Acoustic / Bonus Track,0.733,0.309,Q4_Relaxed,0.0
0s3z0b2wJQDyElh873Fl3P,Roberto Goyeneche,Naranjo en Flor (En Directo),0.747,0.371,Q4_Relaxed,3.26e-06
42vD6luOTR1WtATGz1zns9,Soolamangalam Sisters,Skandha Sashti Kavacham,0.706,0.351,Q4_Relaxed,0.0
6QvqPwwes4E2Xbvv8ZOOo0,ABC Kids,Little Red Caboose,0.678,0.254,Q4_Relaxed,0.0
0JAx3n3DcBBR8HoX5nagPr,Thiago Martins,Anjo Sem Asa - Ao Vivo,0.603,0.341,Q4_Relaxed,0.0
1W0voVAoKVow8VhpwWBHl5,Alberto Podestá,Estampa tanguera,0.647,0.387,Q4_Relaxed,0.000897
0QsjbnrUVuxVi6gYTsF1di,George Jones,Your Old Standby,0.728,0.385,Q4_Relaxed,0.0
37Yzsng4h42PTNcIGYQ1hA,The Lemonheads,Frank Mills - Remastered,0.627,0.371,Q4_Relaxed,0.0
7vwhqiIfU8HqXhNgyy8ubR,slchld,you won't be there for me,0.634,0.308,Q4_Relaxed,0.0
4XJUPTlWg7AqgR5x50GRst,Marco Luka,get me high,0.623,0.344,Q4_Relaxed,0.0
63hcZI0I4dinNwIevUADXm,Chri$tian Gate$,Love No One,0.719,0.3,Q4_Relaxed,0.0
4pwt5yTg2kIiAzmMvKzEmL,Cuco Sánchez,La Adelita,0.664,0.264,Q4_Relaxed,0.0
0WIcuCP4r3jBup7JRk7yRO,Cynthia Luz,Beira Mar,0.672,0.324,Q4_Relaxed,0.0
54Rb4SnVsaOdoEI6quUf22,The Pine Box Boys,Just a Crush,0.609,0.338,Q4_Relaxed,0.0
3RlRPLi8qkxiFDfWejKENv,Acerina Y Su Danzonera,Juárez,0.879,0.282,Q4_Relaxed,0.19
3haP3mk7a0lb2VJ5Psg2hU,CoComelon,First Day of School,0.817,0.243,Q4_Relaxed,0.0
1aZrxIp2YXNXxe8zJTMbJs,Rodney Carrington,More Of A Man - Live,0.685,0.372,Q4_Relaxed,0.0
2EVbRYZx9m4dZh1W1OHXcI,Frankie y Los Matadores,Conozco a los dos,0.649,0.365,Q4_Relaxed,0.000874
422QSRjDkp8dBw3Yh24AUx,Super Simple Songs,Peekaboo,0.922,0.29,Q4_Relaxed,1.74e-05
2YEsPVotrCVDNtFDsaIVaj,Nbdy,Missing Sumthin',0.798,0.366,Q4_Relaxed,2.08e-05
2UFtcdHQnzDkLJ9a8GIUkU,The Knack,Maybe Tonight,0.677,0.331,Q4_Relaxed,0.0
6RIK8eTzpOPgd1gGkGAh08,Charlie Parr,Something I Said,0.872,0.376,Q4_Relaxed,0.0924
5Mhe4bhcStvCgpuar6cBLU,Josh Gad,"In Summer - From ""Frozen""/Soundtrack Version",0.703,0.34,Q4_Relaxed,0.0
7EJ98pT3b8tE96Eolngl9P,Mike Laure,Grande De Caderas,0.777,0.34,Q4_Relaxed,0.0
4uW2GXaccUXFxCcBzLaxtE,Libertad Lamarque,Tango Negro,0.729,0.386,Q4_Relaxed,0.0
0tCgkxnS8ctFBIIyyfbHAs,Antti Paakkonen,Viidakossa nukkuu Jellona,0.926,0.363,Q4_Relaxed,0.0
4Yi3sg4qKOcW9ic91nqMas,Manas Roy,Aankhon Mein Teri,0.718,0.304,Q4_Relaxed,0.00035
0deAIqyKFFw55JDMGWTcdA,Hank Williams,"Hey, Good Lookin'",0.887,0.36,Q4_Relaxed,0.0
0ZqosZZHkiQX1Ia7E4zZj1,El Cachivache Quinteto,El Sueño del Pibe Canta Maradona,0.805,0.326,Q4_Relaxed,0.0674
65jrjEhWfAvysKfnojk1i0,The Drifters,Under the Boardwalk,0.778,0.226,Q4_Relaxed,0.000168
2Va8eZGeFZuHNqRtmJ2x3C,CoComelon,Dinosaur Song,0.811,0.369,Q4_Relaxed,2.35e-06
1lfABcpFAezEOgrU0Ifyps,Bad Livers,Pretty Daughter,0.718,0.387,Q4_Relaxed,0.000444
30eNMlF5FIm7mlnIgwroHw,Jaylon Ashaun,Strawberries and Wine - Acoustic,0.627,0.26,Q4_Relaxed,0.0
5PUkJvKMnevgDUktjt5DR2,Fejo,Hey Nima,0.692,0.229,Q4_Relaxed,0.0
3YOWyqQrUPaVn0jxUFqYZb,Alka Yagnik,Akele Hain To Kya Gam Hai,0.634,0.355,Q4_Relaxed,4.09e-05
5bKZMBL2qugbqkbZjZgoJR,Wahlberg,Fattig Bonddräng,0.752,0.384,Q4_Relaxed,0.0
5b0UG5Jryht0nOZwBy8cVu,Danakil,Les hommes de la paix,0.858,0.342,Q4_Relaxed,0.0
3eZXeTzRtqFrpj5zSfw9V0,Lund,Moon,0.705,0.336,Q4_Relaxed,0.00112
0yIq1aYIQ044YGQfpcZB9E,Hermanos Carrion,Creo Estar Soñando,0.747,0.372,Q4_Relaxed,4.61e-05
3mtJfeHl9dp6Rq5fXPIErc,Danakil,Mon île,0.706,0.338,Q4_Relaxed,8.33e-06
0e5P7G88NkIPRaO6McJqZE,Rodney Carrington,Play Your Cards Wrong - Live,0.805,0.375,Q4_Relaxed,0.0
78blMsAxvAaubRFHGFAwPt,Ricardo Tanturi,Oigo Tu Voz,0.729,0.28,Q4_Relaxed,0.00209
3DWkYRm35UkcM1V0icj6lo,Suzonn,Sun Lo Na,0.647,0.236,Q4_Relaxed,0.0
2DtUUBwYwEzKMTMDrc5EiO,thuy,girls like me don't cry,0.608,0.372,Q4_Relaxed,1.6e-06
4nv61Gl6NMvtk2z6GuhEM5,Larry Keel,Mountain Song,0.67,0.325,Q4_Relaxed,0.00549
1oaaSrDJimABpOdCEbw2DJ,Sade,No Ordinary Love,0.701,0.364,Q4_Relaxed,0.0204
1wxF7Ilffr7yRgoX7j2iSP,Tribal Rain,Chinta,0.723,0.297,Q4_Relaxed,0.0621
5ttzqzlNQV1nYAUfYGftk7,La Adictiva,Mi Trago ¿Cuál?,0.925,0.381,Q4_Relaxed,9.7e-06
4GrFU6vSw8ildV5dQIgnI7,Frankie Ford,Alimony,0.973,0.374,Q4_Relaxed,0.0
7nzeIh8kUdieUBLPXch9wi,Hafdís Huld,Góða nótt,0.635,0.175,Q4_Relaxed,0.0
6jhu3T0iGJhltMDRXUTqvL,WowKidz,Barish Girati Ghas Pe,0.965,0.274,Q4_Relaxed,0.0
77mgPXrIdAkZNow330PdiW,João Gilberto,Bahia com H,0.607,0.134,Q4_Relaxed,0.00704
1hROBnCqFzpXwOXeAM5PMU,Los Tecolines,Adios Mariquita Linda,0.745,0.369,Q4_Relaxed,1.75e-05
2jSOD3Ki2aY8R9GcVrcqBI,Sandy Posey,Single Girl,0.692,0.381,Q4_Relaxed,0.0
5DZWpWVFqeXLLZHoORLLLM,Maya Kristalinskaya,Я тебя подожду,0.666,0.251,Q4_Relaxed,5.2e-05
7sDlvq7J4Y9rpSnRa02fo7,David Arnold,Irene's Theme,0.724,0.0399,Q4_Relaxed,0.0576
2ZUqlExmxqSF96tYnHMLLA,CoComelon,"Five Little Ducks (Quack, quack, quack)",0.791,0.329,Q4_Relaxed,1.21e-05
5soQtEhISBDfXVngnGUAbF,lofi.samurai,dearest,0.756,0.362,Q4_Relaxed,0.021
4w6PEs8WP6Uat3lQsjL5Qs,Yusuf / Cat Stevens,The Wind,0.819,0.181,Q4_Relaxed,0.0235
7nfDCitnnPl1XcS3YJPXv0,Los Tres Caballeros,Regalame Esta Noche,0.721,0.324,Q4_Relaxed,2.35e-05
6KYSdsBXxbURZfIht3mES7,sammy rash,high school,0.884,0.392,Q4_Relaxed,0.0
26PwuMotZqcczKLHi4Htz3,Bob Marley & The Wailers,Redemption Song,0.694,0.256,Q4_Relaxed,0.0
22QiTJqDn1BIRSh4mkNJ5w,Sade,Cherish the Day,0.68,0.389,Q4_Relaxed,0.0834
2NcJDSpMJsbyabOLoa00GM,Omah Lay,Free My Mind,0.941,0.37,Q4_Relaxed,0.363
2m7IC7dWGck4NNP1VRUiGY,Palito Ortega,Se Parece a Mi Mama,0.935,0.33,Q4_Relaxed,0.0
1Fmv83uTiON5klaC94cJxb,Raffi,Baa Baa Black Sheep,0.702,0.0517,Q4_Relaxed,0.0
3Ojq0zGkEAKkokujlTVVeu,The Maile Serenaders,`Ula No Weo,0.682,0.129,Q4_Relaxed,0.292
1AWcLBWr2I1FgdMpJjhbkz,Cri-Cri,Chonita,0.675,0.166,Q4_Relaxed,0.0
6u05LGy3D9tleJTdNmbe7e,Charlie Hope,Little Green Frog,0.832,0.37,Q4_Relaxed,0.000164
6SsEaNkApgjnuFBgGNJTKa,Howard Jones,No One Is To Blame,0.669,0.375,Q4_Relaxed,0.000437
4QX6kQ5616qedOdz8zrpYj,MC Luan da BS,Tiffany,0.661,0.328,Q4_Relaxed,0.0
06VcxmEJHf3gutIjC935g4,Billo's,Año Nuevo,0.97,0.396,Q4_Relaxed,0.0
57Uadt78FPP6JmC19JufWZ,Mayte Gaos,Vete Con Ella (Chappel of Love),0.656,0.371,Q4_Relaxed,0.0
1vQd06q85oRqunYmNTI1o7,Orquesta Aragón,Cachita,0.704,0.333,Q4_Relaxed,0.000373
1IUDBexGS0mPVxX13nVIvd,Amy Liz,Make a Sound,0.798,0.339,Q4_Relaxed,0.0
7awWsJqttJB9p8it7dbzpd,Ilaiyaraaja,"Antha Vanatha (From ""Chinna Gounder"")",0.666,0.391,Q4_Relaxed,1.16e-05
5owOZvytFVGt4Ef0QNFwqY,Léo & Raphael,Vitrola Véia - Acústico,0.906,0.364,Q4_Relaxed,0.0
0uIG7B7prBhJT8MFXGxszc,Mc Kadu,Céu,0.603,0.324,Q4_Relaxed,0.0
7nsvrteisxxfFN4U4BrkjE,Hank Williams,Honky Tonk Blues,0.824,0.309,Q4_Relaxed,2.44e-05
2032cX8idLlbG5T0uCm422,Nelson Ned,Perfume de Gardênia,0.636,0.368,Q4_Relaxed,9.23e-06
7gFzBppKTiKAs38SWOjbO6,Vilen,Kyun Dhunde,0.771,0.346,Q4_Relaxed,0.0
0ldyN0L13dgtUUWuYyiyAy,Alfredo De Angelis,Por Qué Me das Dique,0.833,0.329,Q4_Relaxed,0.000996
6YoBRSfRUVWTE3I9lLzxTN,Helen Goodwin,I’m A Little Teapot,0.962,0.263,Q4_Relaxed,1.44e-05
4v5PKC5rvQwb33NWX82UH8,Carlos Lyra,Você e Eu (You and Me),0.767,0.253,Q4_Relaxed,3.43e-06
1zNXF2svmdlNxfS5XeNUgr,Norah Jones,Don't Know Why,0.635,0.219,Q4_Relaxed,1.8e-05
1yeGawrdY1KquDyotx6bAy,Paco Cañedo,Cuándo Volverás (Ginny Come Lately),0.601,0.0794,Q4_Relaxed,0.0
3WxRrYQIeJY3V6sw4l4FHE,Jubiläumscast Wien 2012,Liebe mit Gaffern,0.66,0.336,Q4_Relaxed,0.0
60nIzfXKC0Ej75nlXfYx9V,Samuca e a Selva,Vem,0.606,0.358,Q4_Relaxed,0.00233
5epYcmFhgMsZcyKk8A2Qi5,Chad Hates George,"Fry, Bacon, Fry (Die Pigs!)",0.611,0.289,Q4_Relaxed,0.0
5AM8iryxHyZrIJ3PxsB5JY,Dr. Jean Feldman,Days of the Week,0.966,0.307,Q4_Relaxed,1.83e-06
7ELcwY1jden8kzvc1MYIVD,Carlos Gardel,Recuerdo Malevo,0.75,0.379,Q4_Relaxed,0.000335
0Wv8IXRUDZOfmFJHC1VOFI,The Beatles,Eleanor Rigby - Remastered 2015,0.836,0.314,Q4_Relaxed,0.0
6VsEWl7hKUqW3YIzLktxCf,Caillou,Caillou fait un tour,0.708,0.281,Q4_Relaxed,0.0
4LWHtU3D4ewsGQdcwHh8zn,Tito Gomez,Vereda Tropical,0.854,0.394,Q4_Relaxed,0.000444
4jdm1Jt9YnHr7Mbef7wupm,Manoella Torres,Te Hubiera Conocido un Poco Antes,0.723,0.391,Q4_Relaxed,0.0
19KasQimP54W84da8wMkDe,Kochetkovv,It Won't Hurt,0.722,0.289,Q4_Relaxed,0.28
48plOkTuL4NYh6tvhGsTFG,Krystina Alabado,Top Ten,0.642,0.281,Q4_Relaxed,0.0
1QnL8wCk7xyZH3x6KCG2pG,Alice Russell,Citizens,0.628,0.277,Q4_Relaxed,0.00015
7J5B4k0AT8KIoV5KiUa4o7,Bad Boys Blue,You're a Woman,0.769,0.308,Q4_Relaxed,0.000507
08OjvLnGR3M0HUhcePeMNO,Andrew Foy,death bed (coffee for your head),0.601,0.0392,Q4_Relaxed,0.183
6huvp6CQZvt2xNVqAXWg9s,Da Problem Solvas,The Same Thing (Running Out Of Lies Medley),0.725,0.369,Q4_Relaxed,0.0
7GdZkBexpIossTKZ3uIUuQ,Emmerson Nogueira,More Than Words,0.869,0.293,Q4_Relaxed,0.0
53SiQQe0KMnwmYfAXTjG5i,Faith Prince,Marry the Man Today,0.616,0.131,Q4_Relaxed,1.78e-06
7w1taFiEu8GGQJkzQaEWpx,ヨルシカ,チノカテ,0.672,0.382,Q4_Relaxed,1.12e-06
6Q2pkSKuM08SDOuAS5amQD,The Platters,The Great Pretender,0.706,0.303,Q4_Relaxed,0.0
1modDYKBVY7mi6wo3vd6P4,Joan Sebastian,Aunque Ya Tengas Marido,0.929,0.328,Q4_Relaxed,0.0
1JQ1ylL2JEjC6Ib7IJgOvS,Mc Don Juan,Coração Amoleceu,0.879,0.359,Q4_Relaxed,0.0
49OFoyP1KZKAGwDx19pbHt,Super Simple Songs,Five Little Speckled Frogs,0.934,0.4,Q4_Relaxed,0.0
3agwfSmVD5JgExEwLDPjGz,Johnny Pacheco,Blanca,0.784,0.351,Q4_Relaxed,1.03e-05
0fmvk7qNSGdmFhWQur8wNw,Rolf Zuckowski,Gute Nacht (Bona Nox),0.839,0.299,Q4_Relaxed,0.000189
5H7A8mZNFrQk6FMmmRmSJ7,Zezo,Torturas de Amor - Ao Vivo em Campina Grande,0.804,0.38,Q4_Relaxed,0.0
4giSI3cHFBLK5frUM65rWF,Shaila Dúrcal,Convénceme - Versión Banda,0.843,0.379,Q4_Relaxed,0.0
4cR4nao0hqqBtklQmGVqbe,Boyce Avenue,Thinking out Loud,0.628,0.326,Q4_Relaxed,0.0
4ZFePCAt23ynDSPalJjUNo,Karen Wolfe,That Bitch Ain't Me,0.686,0.234,Q4_Relaxed,0.0
6za4Yd70PSnqDKFFgILoyR,Yuvan Shankar Raja,Natpukulle,0.762,0.388,Q4_Relaxed,2.33e-05
1OX7MYik5uRJq1VBH6eOoK,Timo Räisänen,Blinkar blå,0.785,0.355,Q4_Relaxed,4.19e-06
1Dia1AGnNUGtQxIZE84eNe,Los Freddy's,Si no me Quieres Dejame,0.831,0.329,Q4_Relaxed,0.0
4y2QEmnp3DRgXjdbZfUs3X,Suzonn,Rihaee,0.838,0.125,Q4_Relaxed,0.0
6CmD3I0zoGRN5BZYqFR1m4,Joan Sebastian,Un Cacahuate,0.972,0.351,Q4_Relaxed,2.55e-05
2U80NG85qFEZGSFSkq1UpG,Babyboomboom,"Itzy Bitzy Spider (Itzi, Bitzi, Araña)",0.691,0.175,Q4_Relaxed,0.0
48x9uzAXZBvmh5adx10Sai,Amy Adams,"Happy Working Song - From ""Enchanted"" / Soundtrack Version",0.638,0.38,Q4_Relaxed,0.0
0rQ5lP1DQ0sxTlZqfbxYNP,Shiloh Dynasty,Bad Idea!,0.733,0.322,Q4_Relaxed,0.123
6tn6OAdWQY9zj6vJyqrgVj,CoComelon,Three Little Kittens,0.884,0.31,Q4_Relaxed,0.0
7rgUYidQh5tH0YlXCoKaYJ,The Beatles,You Really Got A Hold On Me - Remastered 2009,0.687,0.388,Q4_Relaxed,0.0
6nGI4EM4zdyWOYoqeb7pyo,陳盈潔,風飛沙,0.604,0.328,Q4_Relaxed,9.92e-06
7hSnUKB7xmb8p7y3GFRz0s,Lisa Nilsson,Var är du min vän,0.641,0.324,Q4_Relaxed,3.95e-06
1lTYhT1XwSNwmBFglMTcZq,The Lemonheads,Shakey Ground,0.673,0.317,Q4_Relaxed,0.0103
5YKMvFzVK6Uq6l8ulFEWYj,Horseshoes & Hand Grenades,This Must Be The Place (Bonus Track) [Naive Melody],0.962,0.372,Q4_Relaxed,0.0
5tpZ6Oh7D6qxdi5HlfWuKe,Doc Watson,Intoxicated Rat,0.77,0.118,Q4_Relaxed,0.0
2PWu7rsCafV1MY7uGzvBRe,Dennis Brown,Closer I Get to You,0.794,0.317,Q4_Relaxed,0.0
34amhIU6nxkixKnsLSWqR4,CoComelon,Are You Sleeping? (Brother John),0.891,0.301,Q4_Relaxed,0.0
1ChZ4mrSLP8HImCY6IyImf,Adam Christopher,Peaches - Acoustic,0.707,0.243,Q4_Relaxed,0.0
05lUa68MryOc9Ya3B2rY91,The Country Side Of Harmonica Sam,"Broken Bottle, Broken Heart",0.715,0.301,Q4_Relaxed,1.23e-05
0Juciz8gOjrO89qw5KwQV5,Bobby Darin,Call Me Irresponsible,0.644,0.347,Q4_Relaxed,0.0
3Zdzt3AGKDDawPeUM9wybz,Cri-Cri,Pollitos Jardineros,0.701,0.263,Q4_Relaxed,0.0
2NyvE7DGu3LDwtqlV5IjxR,UM44K,Indireta - Acústico,0.806,0.194,Q4_Relaxed,0.0
41WDvgF7RgCXfLN9iKWVhp,Amber Efe,There! Right There!,0.697,0.35,Q4_Relaxed,0.0
3OLZc8KQSTfpc7zcGrqKyM,Los Cafres,Flor del Potrero,0.77,0.354,Q4_Relaxed,3.24e-05
7hARFPoxP2e1RmHD5Y9kNe,Carlos Di Fulvio,Campo Afuera,0.618,0.301,Q4_Relaxed,0.000211
5tP3bJn54lflOjlQ8CaTbV,Hank Williams,Why Don't You Love Me,0.947,0.361,Q4_Relaxed,0.0
6P3zkrGmoNDZ0hYaPgFoLn,Francisco Lomuto,Nostalgias,0.67,0.192,Q4_Relaxed,0.000537
47Y7lrGmsWbx8uEtQWsvjM,Dora The Explorer,ABC (The Alphabet Song),0.802,0.16,Q4_Relaxed,0.0
1t71X6wy1XVNe1YLE5O1uc,Los Tecolines,Pensando En Ti,0.765,0.383,Q4_Relaxed,0.126
0cDWCh9u46tQ4fN833vR9L,Crazy Ken Band,The Roots,0.705,0.399,Q4_Relaxed,0.0
52e64XTYEcYdbe6RmTr6a7,Alberto Castillo,Muñeca Brava,0.671,0.332,Q4_Relaxed,4.73e-06
5612zrK8d3HhPCobx2Kuci,sammy rash,bad day,0.879,0.303,Q4_Relaxed,0.0
0F76EzCOmno4KJviO7iGNq,Hank Williams,"Hey, Good Lookin'",0.913,0.365,Q4_Relaxed,0.0
3o40rjeETJxUZ5XxxTFEjW,Caissie Levy,Easy to Be Hard,0.669,0.383,Q4_Relaxed,7.59e-06
4xWXehhXrboBrvxXAqbAyi,Rolf Zuckowski,"Schneeflöckchen, Weissröckchen",0.809,0.256,Q4_Relaxed,2.09e-06
6Srqbvc1Bu92gUu1l8eB9w,Carlos Gardel,Seguí Mi Consejo,0.722,0.304,Q4_Relaxed,0.0
3voz8YdsGn2Y9PXp6xcJkl,Moxas,my bad,0.758,0.351,Q4_Relaxed,0.0
2cKWZV0iHkZc5RzxpwszAM,CoComelon,Yes Yes Bedtime Song,0.903,0.23,Q4_Relaxed,0.0
4GNilkZKILsug3l5pdLoxo,Yazoo,Only You,0.854,0.307,Q4_Relaxed,0.000135
7cflqPPi3zWfLFRRBTWeh6,Jeremy Zucker,talk is overrated,0.658,0.353,Q4_Relaxed,0.0
4kQXMVjoZ9yMibLZq5Aqi5,Callum J Wright,Somebody Else - Acoustic,0.617,0.38,Q4_Relaxed,0.0
6JNEDSev5Tp5VQR04SEBfV,Mindy Gledhill,I Do Adore,0.8,0.334,Q4_Relaxed,0.0
1gxmaTGnxEgZuV8485tevN,Anuv Jain,Alag Aasmaan (Acoustic),0.668,0.103,Q4_Relaxed,1.06e-06
4ZJntbSRU6dlcilnQRY6e6,Cri-Cri,La Maquinita,0.66,0.291,Q4_Relaxed,1.53e-05
7bG6SQBGZthPDG5QJL5Gf7,Josh Gad,"In Summer - From ""Frozen""/Soundtrack Version",0.684,0.342,Q4_Relaxed,0.0
3D8dwH690MXQRhtIZTSS9c,John Denver,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",0.629,0.188,Q4_Relaxed,0.0
5ucgOQk1gfmiZDaSewy7Cj,Palavra Cantada,Alecrim,0.669,0.209,Q4_Relaxed,2.27e-06
6MZyrnqwsLnrWY5Gk0AyXg,Suzonn,Farq hai,0.74,0.209,Q4_Relaxed,4.11e-05
5ZiS8LSnCJd3zwMLkmHc2y,Los Tukas,Albricias,0.616,0.353,Q4_Relaxed,0.0
4eDYMRzWYEZqtWeMfhK7Iz,The Countdown Kids,"Infant Holy, Infant Lowly",0.796,0.139,Q4_Relaxed,0.003
3CgGNOsXaXWRmVu0Ki0ghX,George Bruns,Fortune Red (Pirate Arcade),0.651,0.139,Q4_Relaxed,0.00157
7j02rdE5RVtNcNMuLGY5SS,Howlin' Wolf,Spoonful,0.824,0.376,Q4_Relaxed,1.39e-05
3vJJUrkIfbWhH2DwoquzjX,Carlos Gardel,Ladrillo,0.608,0.232,Q4_Relaxed,0.0
1tL5a9jowsWMtn3wkFYsG9,The Isley Brothers,"Footsteps in the Dark, Pts. 1 & 2",0.871,0.374,Q4_Relaxed,2.49e-05
0TBBrqwC87pusube1JOiw9,La Original Banda El Limón de Salvador Lizárraga,Que Se Te Olvidó,0.966,0.333,Q4_Relaxed,0.0
1Qc7zCw6k2KTvSEl4IKSdP,Steppenwolf,The Pusher,0.697,0.381,Q4_Relaxed,0.123
0H351Cn5b1uS4E4Cg1Jxb5,NAFTA,La Carta,0.664,0.337,Q4_Relaxed,0.0
1GW9HiviLL0kWgcKhzpfoE,Gaab,Só Por Hoje,0.614,0.337,Q4_Relaxed,0.0
29FY3VgcPOAMw8e9zvE0Nc,Paulo Novaes,A Pessoa Que Você Mais Ama,0.678,0.362,Q4_Relaxed,0.0
2i6TC7MsSE54t5odT0KIQi,Adriana Varela,Muchacho,0.63,0.151,Q4_Relaxed,0.0
25kxJg4ykcvM1wphY0yIwt,Dane Amar,Green Tea & Honey,0.799,0.241,Q4_Relaxed,0.0
13had99Svkmg0RAUiKVCq9,Bryce Pinkham,Stop! Wait! What?!,0.661,0.34,Q4_Relaxed,0.0
2A1iD8lZYnLhqJ12fXEc08,Gregory Isaacs,Night Nurse,0.902,0.383,Q4_Relaxed,0.0168
0AVLdFhZInmvfFt4ilSY91,Super Simple Songs,The More We Get Together,0.88,0.232,Q4_Relaxed,0.0
6m9sj7msjjynuExDWRwCr7,The Wiggles,"What's the Time, Mr Wolf?",0.718,0.396,Q4_Relaxed,0.0
4KMXlzvtC8xjLseDqDjpeU,Little Walter,My Babe,0.867,0.334,Q4_Relaxed,0.0
5ovRDK0q4zN4j7xRnIQjBs,Play School,Little Shell,0.609,0.189,Q4_Relaxed,0.0
5RCSQYSQu9I0rs8KK32h5t,Martinho Da Vila,Disritmia,0.918,0.361,Q4_Relaxed,2.22e-05
5VeTnCn59BLrrk95uNRiBL,Emmanuel Horvilleur,Amor Loco,0.747,0.4,Q4_Relaxed,0.0
23Pf06WiPUgfCijQwSRwWV,Cri-Cri,Chacho Muchacho,0.753,0.321,Q4_Relaxed,0.0
6ENifBjrslwLx69tQFzHvj,Karen Wolfe,Sothern Soul Party Mood,0.907,0.387,Q4_Relaxed,2.75e-06
57T6t8FXI1qU5ObBTNiXuy,Banda Cuisillos,Decide,0.794,0.387,Q4_Relaxed,0.0435
1Jso0EGbuknStEGE3BNVtX,The Stanley Brothers,That Home Far Away,0.844,0.322,Q4_Relaxed,3.2e-05
7JO9xpBP2uwgMMINJkc43y,Elvis Presley,Trouble,0.882,0.371,Q4_Relaxed,0.0
3XMZge3KZFAZmBCfNbUP19,Cri-Cri,Orquesta De Animales,0.96,0.379,Q4_Relaxed,0.0
5GjPQ0eI7AgmOnADn1EO6Q,The Beatles,Eleanor Rigby - Remastered 2009,0.813,0.28,Q4_Relaxed,1.56e-05
58aS8er4chjbbIBEymvB9W,Chubb Rock,DJ Innovator (feat. Hitman Howie Tee),0.851,0.388,Q4_Relaxed,2.61e-06
20R4HfKloPKgXDqU7UKk3x,Billie Eilish,Therefore I Am,0.663,0.365,Q4_Relaxed,0.135
4ioxu5idXBbD7HOr5129Al,Pepe Jara,El Andariego,0.73,0.241,Q4_Relaxed,0.000359
3aJ0B35nFxBaA2PUn642z1,Bruce Molsky,Bury Me Not on the Lone Prairie,0.605,0.16,Q4_Relaxed,0.0
5B0ralLZKd7PQAoIfKF7cM,Flanders & Swann,The Hippopotamus Song (Remastered),0.687,0.244,Q4_Relaxed,4.6e-05
6qn7UNaivxzxsAG4OK6GPy,Hank Williams,Kaw-Liga,0.709,0.29,Q4_Relaxed,0.0
0XosgadxA79fBBV6meKDAs,A.R. Rahman,"Sol (From ""Ponniyin Selvan Part-1"")",0.773,0.271,Q4_Relaxed,0.0
6KB3UH8BVVQqbe24eBfJZn,Floyd Cramer,Last Date - Instrumental,0.716,0.287,Q4_Relaxed,0.00121
2maIfRJZY51Ls412KzKs6Z,Mikey Spice,Born Again,0.619,0.392,Q4_Relaxed,0.0
2uFaJJtFpPDc5Pa95XzTvg,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,0.701,0.24,Q4_Relaxed,2.45e-06
7BeMCT0fSzuBOABu1B3I8t,Big Joe Turner,Switching in the Kitchen,0.77,0.336,Q4_Relaxed,0.0
1ITQbrueGLl581a25XXm9c,The Beatles,Rocky Raccoon - Remastered 2009,0.648,0.363,Q4_Relaxed,0.0
27f0LCPusz3No9X3NIc8P9,Enrique Guzman,Ju Ju Julia,0.766,0.328,Q4_Relaxed,0.0
